File,FAQ_Number,Question,Answer
Car Lease Policy.txt,5,What are the leasing partners Angel One uses?,"Angel One partners with ALD Automotive Pvt. Ltd., Mahindra & Mahindra Financial Services Ltd., Orix Leasing & Financial Services India Ltd., and Bajaj Finance Limited."
Car Lease Policy.txt,6,"How is the lease rental determined, and what are the payment options?","Lease rentals vary depending on the leasing company, car model, and lease tenure.  Employees pay monthly and can include repair and maintenance in the rental.  They also choose their preferred kilometer usage."
Car Lease Policy.txt,7,What is the maximum annual lease rental an employee can claim?,The maximum annual lease rental is up to 60% of the employee's 'Special Allowance' (excluding flexi benefits).
Car Lease Policy.txt,8,What happens if I want to buy the car at the end of the lease term?,"You can purchase the car at its market residual value, as specified in your agreement with the leasing company."
Car Lease Policy.txt,9,Can I lease more than one car at a time under this policy?,"No, only one car per lease tenure is permitted."
Car Lease Policy.txt,10,What type of car is eligible for this program?,Only brand-new cars are eligible for the company lease program.
Car Lease Policy.txt,11,What is the procedure for procuring a car through this policy?,"Contact a leasing company, submit a request (copying Angel One HR), coordinate with the leasing company, review final terms, agree on terms, and finalize the Tri-Party agreement and registration."
Car Lease Policy.txt,12,What happens if I'm transferred to a different location?,You are responsible for relocating and re-registering the car in your new location.
Car Lease Policy.txt,13,Under what circumstances can I pre-terminate the lease?,"Pre-termination is only allowed if transferred to a location where the lease cannot be transferred, or if you retire or resign. You are responsible for all associated costs."
Car Lease Policy.txt,14,What happens if I abscond from the company?,Strict legal action will be taken.
Car Lease Policy.txt,15,What are the procedures at the end of the lease period?,"You can buy the car, keep the car by paying the leasing company, or return the car and pay any applicable termination charges."
Car Lease Policy.txt,16,What procedures must I follow if I leave the company?,"Provide 90 days' notice, decide to continue the lease, buy the car, or return the car.  Your full and final settlement will be processed after receiving an NOC from the leasing company."
Car Lease Policy.txt,17,What should I do if my leased car is stolen or totaled?,"Immediately notify HR, the insurance company, and the leasing company. File an FIR, submit an insurance claim, get a no-trace report, and pay any premature lease payment."
Car Lease Policy.txt,18,Who should I contact for clarification or exceptions to this policy?,Contact rakshatha.shetty@angelone.in or amit.walke@angelone.in for clarification.  Exceptions require approval from subhash.menon@angelbroking.com.
Car Lease Policy.txt,19,Where can I find the contact information for the leasing companies and Angel One HR?,The contact matrix in section 11 of the policy document provides the necessary contact information.
Car Lease Policy.txt,20,When was this policy last updated and reviewed?,This policy was approved on 28.11.2024 and is scheduled for review on 31.03.2025.
carleaseaol.txt,1,What is the purpose of Angel One's car lease policy?,"The policy outlines the benefits and details of the company's car lease program for eligible employees, providing guidelines for utilizing this perk."
carleaseaol.txt,2,Who is eligible for the Angel One car lease program?,Full-time employees in grades M7 to M1 and T5A to T1 are eligible from their first day of employment.
carleaseaol.txt,3,How is the leased car registered?,"The car is registered in the employee's name under a Tri-Party agreement between Angel One (lessee), the leasing vendor, and the employee (co-lessee)."
carleaseaol.txt,4,Which leasing companies does Angel One partner with?,"Angel One partners with ALD Automotive Pvt. Ltd., Mahindra & Mahindra Financial Services Ltd., Orix Leasing & Financial Services India Ltd, and Bajaj Finance Limited."
carleaseaol.txt,5,How are lease rental rates determined?,"Lease rentals vary depending on the chosen leasing company, car model, and lease term.  The exact rate is provided to the employee before the purchase."
carleaseaol.txt,6,What are the available lease term options?,Lease terms range from 3 to 5 years.
carleaseaol.txt,7,What is the maximum annual lease rental an employee can claim?,"The maximum is up to 60% of the employee's 'Special Allowance' (excluding flexi benefits), as per their salary structure."
carleaseaol.txt,8,What are the options regarding car maintenance and mileage?,Employees can choose to include repair and maintenance in their lease rental and select their preferred kilometer usage.
carleaseaol.txt,9,How will my compensation be adjusted for the lease?,Your compensation will be restructured to reflect your annual lease rental entitlement.
carleaseaol.txt,10,Can I buy the car at the end of the lease term?,"Yes, you have the option to purchase the car at its market residual value, as detailed in your agreement with the leasing company."
